default,amount,grade,years,ownership,income,age,y_pred,y_proba
41,1,25000,D,3.0,MORTGAGE,116736.0,23,1,0.88
42,0,2000,B,0.0,RENT,24432.0,22,0,0.21
43,1,2100,D,0.0,RENT,14400.0,33,1,0.95
44,1,4000,A,6.086331901181525,RENT,40000.0,25,1,0.76
45,0,13500,B,0.0,MORTGAGE,48526.8,22,0,0.14
46,1,6500,D,4.0,RENT,36000.0,30,1,0.89
47,1,9250,A,0.0,MORTGAGE,45896.0,25,1,0.74
48,0,11000,A,4.0,RENT,46000.0,22,0,0.05
49,0,7200,B,1.0,RENT,48000.0,30,0,0.155
50,1,3200,A,0.0,RENT,12000.0,24,1,0.84
51,0,8000,C,8.0,RENT,70000.0,26,0,0.02
52,0,1800,B,6.086331901181525,RENT,14400.0,41,0,0.06
53,0,3600,A,12.0,MORTGAGE,93000.0,22,0,0.07
54,1,5000,B,3.0,RENT,65004.0,22,1,0.65
55,0,6950,A,11.0,MORTGAGE,30000.0,22,0,0.15
56,1,7500,B,2.0,MORTGAGE,81000.0,33,1,0.77
57,1,12000,D,2.0,RENT,27000.0,47,1,0.86
58,1,18000,A,7.0,MORTGAGE,90000.0,29,1,0.68
59,1,5000,B,3.0,RENT,40040.0,27,1,0.74
60,0,10000,C,34.0,OWN,75000.0,30,0,0.11
61,0,7500,C,7.0,RENT,55000.0,28,0,0.1
62,1,2000,D,1.0,RENT,30972.0,24,1,0.93
63,0,1000,C,2.0,RENT,7000.0,24,0,0.06
64,1,8000,B,1.0,RENT,33996.0,22,1,0.93
65,1,7750,E,2.0,RENT,26000.0,21,1,0.94
66,0,6000,A,0.0,RENT,48000.0,30,0,0.09
67,0,5000,B,1.0,MORTGAGE,51600.0,23,0,0.35
68,0,5000,A,2.0,RENT,58979.28,26,0,0.14
69,0,10000,C,11.0,MORTGAGE,153000.0,33,0,0.18
70,1,3500,D,2.0,MORTGAGE,24000.0,25,1,0.85
71,1,9000,A,9.0,RENT,42140.0,21,1,0.76
72,1,9000,B,1.0,RENT,51000.0,37,1,0.8125
73,0,14000,A,14.0,MORTGAGE,116000.0,28,0,0.0
74,0,10500,B,6.0,RENT,38400.0,33,0,0.08
75,1,11200,C,5.0,MORTGAGE,33280.0,21,1,0.88
76,1,12000,D,2.0,MORTGAGE,72000.0,26,1,0.76
77,0,12500,A,3.0,MORTGAGE,32500.0,25,0,0.3
78,1,8000,B,3.0,RENT,14400.0,22,1,0.98
79,1,25000,B,12.0,MORTGAGE,616000.0,28,1,0.9
80,0,10000,B,10.0,MORTGAGE,32004.0,22,0,0.04
81,1,14000,B,8.0,RENT,35000.0,28,1,0.78
82,0,12000,B,2.0,RENT,47700.0,31,0,0.15166666666666667
83,1,5400,D,1.0,RENT,32000.0,22,1,0.95
84,1,5900,A,1.0,OWN,15600.0,33,1,0.72
85,1,1100,C,5.0,MORTGAGE,36000.0,30,1,0.87
86,1,2000,B,2.0,RENT,10000.0,24,1,0.8
87,0,12000,A,6.0,RENT,48672.0,23,0,0.02
88,0,15000,B,4.0,RENT,84000.0,26,0,0.12
89,0,5000,A,11.0,OWN,85800.0,34,0,0.08
90,0,10000,C,3.0,RENT,62000.0,24,0,0.01
91,1,6000,B,1.0,MORTGAGE,34980.0,25,1,0.93
92,0,5000,B,8.0,MORTGAGE,80000.0,46,0,0.21
93,0,12000,B,1.0,OWN,61000.0,23,0,0.13
94,1,3500,B,9.0,RENT,51996.0,24,1,0.85
95,1,6000,A,8.0,MORTGAGE,92004.0,25,1,0.82
96,0,5600,A,20.0,RENT,55692.0,21,0,0.11
97,1,5000,D,7.0,RENT,40000.0,35,1,0.94
98,0,13375,A,1.0,MORTGAGE,59000.0,22,0,0.01
99,0,25000,A,18.0,RENT,65800.0,31,0,0.11
100,0,20000,B,7.0,MORTGAGE,120000.0,29,0,0.09
101,0,15000,A,4.0,RENT,74872.0,29,0,0.04
102,1,2000,B,26.0,MORTGAGE,52645.0,25,1,0.91
103,0,6000,A,3.0,RENT,39184.0,28,0,0.07
104,0,5400,C,20.0,MORTGAGE,100000.0,23,0,0.08
105,1,9000,C,5.0,MORTGAGE,69000.0,28,1,0.85
106,1,10000,B,5.0,RENT,60000.0,24,1,0.7
107,0,10000,D,4.0,RENT,34000.0,28,0,0.19
108,0,7000,D,4.0,RENT,72700.0,25,0,0.22
109,0,9600,B,10.0,RENT,94837.0,24,0,0.06
110,1,25000,B,2.0,MORTGAGE,250000.0,26,1,0.94
111,1,20000,D,3.0,RENT,62000.0,24,1,0.86
112,0,9000,C,7.0,MORTGAGE,50000.0,21,0,0.27
113,1,22000,F,2.0,MORTGAGE,93600.0,25,1,0.86
114,1,5775,A,1.0,RENT,36900.0,23,1,0.68
115,1,13500,B,9.0,MORTGAGE,78000.0,24,1,0.78
116,1,2000,B,1.0,RENT,48000.0,24,1,0.74
117,0,14400,C,1.0,RENT,80000.0,23,0,0.21
118,0,14000,B,0.0,RENT,37000.0,26,0,0.16
119,0,7000,D,5.0,RENT,35000.0,21,0,0.29
120,1,5000,A,3.0,OWN,32500.0,27,1,0.66
121,0,12000,A,19.0,MORTGAGE,145000.0,22,0,0.05
122,1,3800,C,3.0,MORTGAGE,68500.0,32,1,0.97
123,1,12000,B,5.0,MORTGAGE,108000.0,32,1,0.64
124,0,10000,A,3.0,MORTGAGE,62000.0,33,0,0.01
125,1,5000,C,6.0,RENT,41000.0,21,1,0.85
126,0,6000,A,2.0,MORTGAGE,47000.0,27,0,0.09
127,1,4600,D,5.0,RENT,58000.0,23,1,0.84
128,1,2000,A,24.0,RENT,24000.0,41,1,0.85
129,0,14100,A,6.0,RENT,83203.68,30,0,0.06
130,1,6200,D,61.0,MORTGAGE,75000.0,26,1,0.76
131,0,5000,D,3.0,MORTGAGE,165000.0,30,0,0.28
132,0,2100,A,6.0,MORTGAGE,61000.0,22,0,0.09
133,1,13200,D,6.086331901181525,MORTGAGE,49800.0,30,1,0.98
134,1,25000,G,12.0,RENT,203000.0,29,1,0.96
135,0,10000,C,0.0,RENT,30000.0,27,0,0.14
136,1,25000,B,3.0,RENT,72000.0,26,1,0.81
137,0,10500,B,6.0,MORTGAGE,63400.0,22,0,0.1
138,0,6000,A,27.0,RENT,55000.0,26,0,0.15
139,0,6000,C,7.0,RENT,21812.0,25,0,0.1
140,1,1000,C,4.0,RENT,60000.0,55,1,0.89
141,0,25000,D,21.0,MORTGAGE,180000.0,24,0,0.25
142,0,9450,D,16.0,RENT,29000.0,32,0,0.31
143,0,11000,A,7.0,MORTGAGE,59000.0,37,0,0.02
144,0,15000,B,3.0,RENT,73500.0,23,0,0.12
145,0,15000,A,9.0,MORTGAGE,175000.0,44,0,0.06
146,0,6500,B,6.086331901181525,MORTGAGE,85000.0,34,0,0.09
147,1,16800,D,6.0,RENT,75000.0,22,1,0.87
148,0,7750,A,15.0,MORTGAGE,65000.0,31,0,0.09
149,0,4000,B,2.0,RENT,29120.0,27,0,0.11166666666666666
150,0,2300,B,0.0,RENT,25920.0,25,0,0.06
151,1,10000,A,9.0,MORTGAGE,60000.0,24,1,0.62
152,0,11200,D,11.0,OWN,51300.0,22,0,0.22
153,0,2500,B,5.0,RENT,45000.0,25,0,0.09
154,0,11000,D,3.0,RENT,47500.0,28,0,0.18
155,1,9600,B,4.0,MORTGAGE,80004.0,41,1,0.71
156,1,4800,C,7.0,RENT,38400.0,22,1,0.96
157,1,13000,A,3.0,RENT,54000.0,22,1,0.84
158,0,10800,B,4.0,RENT,82600.0,27,0,0.05
159,1,4600,D,3.0,RENT,58800.0,26,1,0.92
160,1,12000,C,0.0,MORTGAGE,35280.0,22,1,0.93
161,0,17800,E,1.0,RENT,85000.0,23,0,0.1
162,0,20000,C,13.0,MORTGAGE,50000.0,25,0,0.25
163,0,10000,A,2.0,MORTGAGE,105000.0,34,0,0.0
164,1,6300,C,6.0,MORTGAGE,60000.0,24,1,0.86
165,1,10000,D,3.0,RENT,75000.0,25,1,0.82
166,1,4200,B,1.0,RENT,42499.0,25,1,0.85
167,0,10000,D,2.0,RENT,48000.0,25,0,0.15
168,1,12000,D,4.0,RENT,30000.0,30,1,0.92
169,0,10800,A,21.0,MORTGAGE,110000.0,24,0,0.02
170,0,6000,C,19.0,MORTGAGE,72000.0,24,0,0.19
171,0,12000,E,3.0,RENT,125004.0,33,0,0.01
172,0,5650,D,0.0,OWN,20000.0,25,0,0.18
173,1,8000,C,3.0,MORTGAGE,38213.0,22,1,0.81
174,0,1000,D,11.0,MORTGAGE,32000.0,27,0,0.22
175,0,8000,A,4.0,RENT,54996.0,30,0,0.13
176,0,7000,B,3.0,RENT,45000.0,34,0,0.35
177,1,12000,B,7.0,MORTGAGE,26000.0,28,1,0.85
178,0,9500,B,1.0,MORTGAGE,38400.0,35,0,0.3
179,1,14000,B,0.0,MORTGAGE,75000.0,30,1,0.85
180,0,24000,E,2.0,MORTGAGE,79996.0,23,0,0.25
181,0,4000,A,5.0,RENT,70000.0,21,0,0.2
182,1,19975,C,9.0,RENT,125000.0,28,1,0.77
183,1,24000,B,30.0,MORTGAGE,160000.0,61,1,0.82
184,1,23500,D,6.086331901181525,MORTGAGE,64800.0,22,1,0.91
185,0,15000,C,10.0,RENT,34800.0,22,0,0.24
186,0,5000,C,6.0,RENT,45600.0,25,0,0.24
187,0,5000,A,3.0,RENT,24000.0,25,0,0.23
188,1,10400,B,5.0,OWN,45000.0,25,1,0.73
189,0,3000,C,6.086331901181525,RENT,38400.0,30,0,0.27
190,0,7500,C,3.0,MORTGAGE,90000.0,34,0,0.16
191,1,2400,D,2.0,RENT,13440.0,36,1,1.0
192,0,9000,C,4.0,OWN,81000.0,27,0,0.22
193,1,24000,F,13.0,MORTGAGE,105900.0,31,1,0.97
194,0,4000,C,0.0,RENT,34200.0,32,0,0.24
195,0,10000,B,0.0,RENT,38000.0,27,0,0.17
196,0,1600,G,4.0,RENT,42000.0,29,0,0.26
197,0,6000,A,4.0,MORTGAGE,112445.0,32,0,0.01
198,1,9000,C,2.0,RENT,18500.0,23,1,0.91
199,0,12000,B,2.0,RENT,33600.0,21,0,0.17
200,0,8000,A,4.0,RENT,72000.0,49,0,0.07
201,1,8000,D,2.0,RENT,42000.0,24,1,0.94
202,0,1800,C,3.0,RENT,36129.0,34,0,0.28
203,1,4500,C,15.0,RENT,55000.0,28,1,0.92
204,0,12250,B,4.0,MORTGAGE,47540.0,22,0,0.14
205,1,1500,A,1.0,MORTGAGE,60000.0,24,1,0.82
206,0,7000,B,12.0,RENT,50000.0,24,0,0.05
207,0,8000,A,7.0,RENT,48000.0,41,0,0.02
208,1,12875,B,3.0,RENT,37760.0,22,1,0.85
209,0,20000,D,12.0,MORTGAGE,260000.0,37,0,0.26
210,1,5000,D,0.0,RENT,65000.0,25,1,0.8
211,1,17000,A,1.0,MORTGAGE,58000.0,52,1,0.59
212,0,6000,B,1.0,RENT,75000.0,23,0,0.01
213,1,7000,E,6.0,MORTGAGE,80000.0,28,1,0.85
214,0,1050,A,6.0,MORTGAGE,61000.0,27,0,0.01
215,1,13750,E,23.0,MORTGAGE,38644.0,22,1,0.92
216,0,10000,A,4.0,MORTGAGE,57664.0,23,0,0.02
217,1,2000,C,0.0,RENT,33000.0,21,1,0.79
218,0,2500,B,1.0,OWN,18000.0,21,0,0.28
219,0,2000,D,4.0,RENT,39000.0,27,0,0.21
220,0,24000,A,4.0,RENT,48000.0,26,0,0.13
221,1,25000,C,5.0,MORTGAGE,73476.0,23,1,0.89
222,0,10000,A,6.0,MORTGAGE,40000.0,24,0,0.06
223,1,1500,C,0.0,RENT,42000.0,22,1,0.95
224,1,11500,B,0.0,MORTGAGE,28800.0,22,1,0.92
225,1,1500,B,7.0,RENT,45000.0,39,1,0.86
226,1,7500,B,9.0,MORTGAGE,78955.0,22,1,0.76
227,0,4800,B,26.0,RENT,69000.0,29,0,0.21
228,0,8000,A,1.0,OWN,68000.0,31,0,0.1
229,0,10000,A,3.0,MORTGAGE,125000.0,25,0,0.03
230,1,7000,B,1.0,MORTGAGE,93000.0,46,1,0.74
231,0,32000,A,2.0,RENT,120000.0,25,0,0.05
232,0,2500,C,0.0,RENT,20640.0,22,0,0.29
233,1,6000,B,5.0,MORTGAGE,126000.0,45,1,0.75
234,1,5000,B,22.0,RENT,57000.0,26,1,0.88
235,0,2000,C,11.0,RENT,26500.0,37,0,0.31
236,0,10000,A,7.0,MORTGAGE,75000.0,26,0,0.09
237,0,4000,C,3.0,MORTGAGE,115000.0,29,0,0.17
238,1,10000,D,6.0,MORTGAGE,160000.0,36,1,0.94
239,0,8000,B,0.0,RENT,26000.0,22,0,0.13
240,1,8400,C,4.0,MORTGAGE,100000.0,23,1,0.91
241,1,10000,E,5.0,MORTGAGE,60000.0,23,1,0.96
242,0,22750,A,0.0,RENT,49404.0,35,0,0.12
243,0,4000,C,7.0,MORTGAGE,80000.0,23,0,0.06
244,1,4200,C,18.0,RENT,61512.0,27,1,0.9
245,1,12000,C,18.0,RENT,32000.0,24,1,0.97
246,0,33000,B,0.0,MORTGAGE,70000.0,27,0,0.21
247,1,2500,D,0.0,OWN,36000.0,28,1,0.87
248,0,11500,A,6.0,MORTGAGE,55000.0,26,0,0.19
249,0,5000,C,3.0,RENT,65000.0,23,0,0.14
250,1,4000,A,12.0,RENT,50582.0,22,1,0.9
251,0,3500,A,2.0,RENT,30720.0,29,0,0.18
252,0,15000,A,1.0,RENT,147000.0,34,0,0.21
253,1,14100,C,7.0,RENT,52000.0,22,1,0.87
254,0,20000,C,9.0,MORTGAGE,85000.0,23,0,0.28
255,1,3200,A,1.0,MORTGAGE,57000.0,22,1,0.67
256,1,900,C,3.0,RENT,12000.0,32,1,0.92
257,0,3000,A,2.0,RENT,38748.0,25,0,0.14
258,1,4800,E,3.0,RENT,15000.0,24,1,0.95
259,1,18000,C,4.0,RENT,132725.38,27,1,0.75
260,0,12000,B,5.0,MORTGAGE,112000.0,23,0,0.07
261,1,7200,B,4.0,RENT,45000.0,27,1,0.81
262,0,6000,E,2.0,RENT,36000.0,33,0,0.22
263,0,5000,B,8.0,RENT,74500.0,26,0,0.08
264,0,8000,B,3.0,RENT,36000.0,30,0,0.29
265,1,7000,C,5.0,MORTGAGE,74400.0,36,1,0.88
266,1,5500,C,1.0,MORTGAGE,24900.0,22,1,0.88
267,0,14000,B,0.0,RENT,42000.0,27,0,0.09
268,1,15600,D,21.0,MORTGAGE,87000.0,49,1,0.98
269,0,1925,B,0.0,RENT,30000.0,23,0,0.24
270,0,18000,B,5.0,RENT,84000.0,25,0,0.13
271,1,10000,A,4.0,MORTGAGE,61000.0,26,1,0.66
272,1,7500,C,1.0,RENT,40000.0,30,1,0.94
273,0,2000,A,0.0,MORTGAGE,67992.0,29,0,0.16
274,0,19550,D,0.0,RENT,130000.0,22,0,0.21
275,0,2500,A,3.0,OWN,26000.0,28,0,0.2
276,0,5000,A,1.0,MORTGAGE,100000.0,24,0,0.04
277,1,6000,B,2.0,MORTGAGE,44300.0,27,1,0.85
278,1,6500,B,6.0,RENT,21000.0,21,1,0.85
279,0,4000,A,6.086331901181525,OWN,33600.0,23,0,0.11
280,0,8000,A,6.0,MORTGAGE,125000.0,25,0,0.04
281,1,15450,C,7.0,RENT,120000.0,26,1,0.83
282,1,6000,D,2.0,MORTGAGE,56160.0,24,1,0.88
283,1,10000,B,12.0,MORTGAGE,36252.0,25,1,0.92
284,0,4800,A,1.0,RENT,27000.0,21,0,0.23
285,0,10000,C,13.0,MORTGAGE,75689.0,30,0,0.23
286,0,5000,A,2.0,MORTGAGE,80000.0,25,0,0.0
287,0,5000,B,24.0,MORTGAGE,93600.0,22,0,0.09
288,0,8000,A,18.0,MORTGAGE,65000.0,26,0,0.02
289,1,16000,B,14.0,MORTGAGE,61000.0,32,1,0.74
290,0,6000,D,0.0,RENT,71074.0,23,0,0.31
291,0,5000,A,6.0,RENT,60000.0,23,0,0.13
292,0,9000,D,3.0,RENT,70000.0,29,0,0.18
293,0,23000,C,0.0,MORTGAGE,120000.0,23,0,0.03
294,0,14000,C,31.0,RENT,78700.0,22,0,0.21
295,1,5000,A,4.0,OWN,18000.0,27,1,0.8
296,0,5500,C,1.0,MORTGAGE,9600.0,25,0,0.19
297,0,7000,C,3.0,RENT,36500.0,27,0,0.36
298,0,12000,A,2.0,RENT,64575.0,24,0,0.08
299,0,15000,B,4.0,MORTGAGE,67000.0,39,0,0.06
300,0,2800,B,7.0,RENT,24000.0,32,0,0.2
301,0,10800,C,2.0,RENT,55000.0,25,0,0.25
302,0,4800,C,5.0,RENT,39996.0,26,0,0.11
303,0,14500,A,11.0,MORTGAGE,64000.0,35,0,0.19
304,0,9600,B,2.0,MORTGAGE,55000.0,27,0,0.07
305,1,25000,C,11.0,MORTGAGE,73000.0,25,1,0.88
306,0,10000,B,1.0,OWN,55000.0,22,0,0.17
307,0,18000,A,1.0,MORTGAGE,48000.0,38,0,0.12
308,1,3000,D,5.0,RENT,60000.0,40,1,0.87
309,0,8400,B,7.0,MORTGAGE,28800.0,23,0,0.08
310,1,4000,B,2.0,RENT,39000.0,36,1,0.8
311,0,8000,B,3.0,MORTGAGE,54000.0,24,0,0.07
312,0,8000,B,25.0,MORTGAGE,109200.0,28,0,0.1
313,0,21000,B,17.0,RENT,110000.0,39,0,0.03
314,1,5000,B,6.086331901181525,RENT,38000.0,23,1,0.89
315,0,8000,C,5.0,RENT,55000.0,31,0,0.14
316,0,3600,B,0.0,RENT,110000.0,30,0,0.07
317,0,12000,E,3.0,RENT,50000.0,24,0,0.09
318,0,6000,C,0.0,RENT,33280.0,21,0,0.26
319,1,2300,C,4.0,RENT,68000.0,29,1,0.77
320,0,4075,A,0.0,RENT,19200.0,31,0,0.04
321,1,12375,B,2.0,MORTGAGE,39552.0,30,1,0.83
322,0,6350,A,0.0,MORTGAGE,36000.0,26,0,0.14
323,0,14500,A,11.0,RENT,100000.0,26,0,0.08
324,0,4200,C,6.0,OWN,48000.0,35,0,0.16
325,0,20000,D,27.0,MORTGAGE,121178.0,28,0,0.06
326,0,6925,B,6.0,RENT,25000.0,21,0,0.32
327,1,1000,D,0.0,OWN,17280.0,38,1,0.89
328,1,2000,B,4.0,MORTGAGE,55000.0,21,1,0.78
329,0,10000,B,16.0,MORTGAGE,32000.0,23,0,0.24
330,0,12000,A,4.0,MORTGAGE,70000.0,31,0,0.04
331,0,16750,B,4.0,RENT,33000.0,33,0,0.15
332,0,4000,C,4.0,OWN,15000.0,23,0,0.08
333,0,1050,A,6.0,MORTGAGE,61000.0,27,0,0.01
334,0,4000,A,17.0,OWN,25200.0,32,0,0.13
335,1,2500,B,2.0,OWN,20004.0,21,1,0.74
336,0,14000,D,4.0,RENT,46800.0,39,0,0.14
337,1,10000,C,0.0,RENT,44469.0,35,1,0.85
338,1,6000,B,2.0,RENT,46680.0,22,1,0.84
339,1,1000,D,20.0,RENT,48000.0,21,1,0.79
340,0,8000,D,3.0,RENT,60000.0,24,0,0.32
341,0,13000,A,0.0,RENT,90000.0,24,0,0.08
342,0,20000,C,3.0,MORTGAGE,160000.0,25,0,0.24
343,0,16000,B,13.0,RENT,90000.0,27,0,0.06
344,1,3000,B,0.0,RENT,13200.0,28,1,0.89
345,0,7125,A,1.0,MORTGAGE,36000.0,39,0,0.06
346,1,2500,B,7.0,OWN,15360.0,22,1,0.85
347,0,2050,A,16.0,OWN,50000.0,23,0,0.17
348,0,7600,A,13.0,MORTGAGE,100000.0,27,0,0.01
349,0,4800,A,6.0,MORTGAGE,35000.0,38,0,0.07
350,1,1600,C,3.0,MORTGAGE,28500.0,27,1,0.94
351,1,4800,D,4.0,RENT,63996.0,31,1,0.83
352,1,7475,A,3.0,OWN,53000.0,28,1,0.68
353,0,11000,B,8.0,RENT,45000.0,22,0,0.23
354,0,12000,B,1.0,RENT,60000.0,24,0,0.24
355,0,15600,B,0.0,RENT,69000.0,36,0,0.19
356,1,6000,C,0.0,RENT,35000.0,25,1,0.96
357,0,10000,B,2.0,RENT,165000.0,24,0,0.01
358,0,4500,A,0.0,RENT,36000.0,21,0,0.25
359,1,5000,C,2.0,OWN,32500.0,23,1,0.95
360,0,7200,B,2.0,MORTGAGE,105000.0,26,0,0.12
361,0,10000,C,5.0,MORTGAGE,39216.0,23,0,0.29
362,0,6000,B,7.0,MORTGAGE,39996.0,22,0,0.17
363,1,15000,C,31.0,RENT,75000.0,23,1,0.74
364,1,8000,B,4.0,MORTGAGE,62000.0,29,1,0.81
365,1,2500,B,4.0,RENT,70000.0,24,1,0.76
366,1,1500,C,3.0,RENT,40980.0,22,1,0.94
367,1,24000,D,5.0,MORTGAGE,135000.0,26,1,0.94
368,1,4500,B,21.0,RENT,62000.0,23,1,0.86
369,1,24175,B,9.0,MORTGAGE,95000.0,23,1,0.73
370,1,35000,C,16.0,RENT,70000.0,24,1,0.91
371,0,8000,B,14.0,MORTGAGE,42000.0,23,0,0.18
372,1,10000,B,4.0,RENT,36000.0,27,1,0.83
373,0,4200,A,5.0,RENT,30000.0,34,0,0.09
374,0,11200,D,5.0,RENT,42000.0,21,0,0.19
375,0,5000,B,3.0,MORTGAGE,54996.0,22,0,0.06
376,0,7300,A,5.0,RENT,50000.0,27,0,0.11
377,0,10000,B,7.0,OWN,60000.0,24,0,0.27
378,1,7000,C,2.0,RENT,14400.0,29,1,0.85
379,0,12000,A,3.0,MORTGAGE,72984.0,24,0,0.16
380,0,8000,C,16.0,MORTGAGE,60000.0,21,0,0.18
381,1,10000,C,0.0,RENT,60000.0,25,1,0.73
382,1,10000,E,1.0,MORTGAGE,60000.0,36,1,0.99
383,1,10000,A,8.0,MORTGAGE,96000.0,28,1,0.77
384,1,3200,D,3.0,RENT,18996.0,22,1,0.75
385,1,5000,D,4.0,OWN,33000.0,21,1,0.87
386,1,6000,C,2.0,RENT,48000.0,23,1,0.9
387,0,3600,A,9.0,RENT,32000.0,24,0,0.08
388,1,9700,B,1.0,RENT,56400.0,27,1,0.7383333333333334
389,1,2050,C,23.0,MORTGAGE,33000.0,24,1,0.84
390,0,5000,C,0.0,RENT,48504.0,29,0,0.3
391,0,7500,A,5.0,RENT,38000.0,22,0,0.13
392,1,15000,C,8.0,RENT,31680.0,21,1,0.82
393,0,8000,B,0.0,RENT,27000.0,26,0,0.28
394,0,28000,D,8.0,OWN,140000.0,27,0,0.25
395,1,12000,A,2.0,RENT,30000.0,34,1,0.75
396,1,10000,A,23.0,RENT,70000.0,23,1,0.8
397,0,16525,C,9.0,RENT,70000.0,26,0,0.02
398,0,2400,C,4.0,RENT,67000.0,26,0,0.28
399,0,3000,B,10.0,RENT,58800.0,33,0,0.12
400,0,4000,A,4.0,MORTGAGE,115000.0,25,0,0.05
401,1,4500,A,8.0,MORTGAGE,28000.0,26,1,0.83
402,0,2000,B,1.0,RENT,80000.0,23,0,0.12
403,0,9000,B,3.0,RENT,74000.0,26,0,0.18
404,0,17000,B,11.0,RENT,96000.0,22,0,0.16
405,1,8000,D,4.0,RENT,62400.0,24,1,0.89
406,0,1400,A,6.086331901181525,OWN,8628.0,23,0,0.14
407,1,2400,C,5.0,RENT,99999.0,25,1,0.79
408,1,12800,D,2.0,MORTGAGE,141996.0,27,1,0.85
409,0,3000,A,11.0,RENT,67000.0,32,0,0.07
410,1,10800,A,38.0,MORTGAGE,51000.0,33,1,0.79
411,0,3000,A,6.086331901181525,MORTGAGE,16908.0,36,0,0.2
412,0,4000,B,1.0,RENT,78000.0,32,0,0.23
413,0,7400,D,2.0,MORTGAGE,71000.0,22,0,0.02
414,0,2200,B,8.0,RENT,70000.0,27,0,0.15
415,0,17000,C,5.0,RENT,37000.0,35,0,0.33
416,1,7000,B,7.0,RENT,44400.0,27,1,0.76
417,0,5000,A,1.0,RENT,52000.0,23,0,0.19
418,1,6000,B,3.0,RENT,39000.0,22,1,0.76
419,0,12000,D,16.0,MORTGAGE,62208.0,22,0,0.32
420,0,24000,E,0.0,RENT,53000.0,27,0,0.29
421,0,4800,B,19.0,MORTGAGE,108000.0,25,0,0.07
422,1,1600,C,2.0,OWN,57068.0,26,1,0.85
423,0,4200,B,2.0,RENT,31500.0,31,0,0.21
424,0,4000,C,0.0,RENT,48000.0,33,0,0.16
425,1,2400,C,2.0,RENT,30720.0,23,1,0.83
426,0,7500,D,15.0,MORTGAGE,105000.0,43,0,0.11
427,0,6000,B,0.0,RENT,90000.0,30,0,0.08
428,1,25000,D,1.0,MORTGAGE,101000.0,24,1,0.89
429,0,4800,C,0.0,RENT,65000.0,26,0,0.23
430,1,6400,D,5.0,RENT,75000.0,35,1,0.86
431,1,10000,D,6.0,MORTGAGE,75000.0,22,1,0.89
432,1,6000,B,1.0,RENT,48000.0,40,1,0.805
433,1,6500,C,1.0,RENT,40000.0,22,1,0.93
434,0,4500,C,2.0,RENT,39996.0,22,0,0.31
435,0,4800,A,6.086331901181525,RENT,89000.0,26,0,0.08
436,1,15000,E,11.0,MORTGAGE,170000.0,33,1,0.97
437,1,7500,B,0.0,RENT,40000.0,32,1,0.91
438,0,22000,B,5.0,MORTGAGE,100800.0,30,0,0.03
439,1,12000,B,3.0,RENT,75000.0,27,1,0.79
